"Path","File","mfst","bld","inst","s10"
"lib/Math/BigInt/t","trap.t","X","X",,"distrib"
"lib/Math/BigInt/t","upgrade.inc","X","X",,"distrib"
"lib/Math/BigInt/t","upgrade.t","X","X",,"distrib"
"lib/Math/BigInt/t","upgradef.t","X","X",,"distrib"
"lib/Math/BigInt/t","use.t","X","X",,"distrib"
"lib/Math/BigInt/t","use_lib1.t","X","X",,"distrib"
"lib/Math/BigInt/t","use_lib2.t","X","X",,"distrib"
"lib/Math/BigInt/t","use_lib3.t","X","X",,"distrib"
"lib/Math/BigInt/t","use_lib4.t","X","X",,"distrib"
"lib/Math/BigInt/t","use_mbfw.t","X","X",,"distrib"
"lib/Math/BigInt/t","with_sub.t","X","X",,"distrib"
"lib/Math/BigRat/t","big_ap.t","X","X",,"distrib"
"lib/Math/BigRat/t","bigfltpm.inc","X",,,"skip"
"lib/Math/BigRat/t","bigfltrt.t","X","X",,"distrib"
"lib/Math/BigRat/t","bigrat.t","X","X",,"distrib"
"lib/Math/BigRat/t","bigratpm.inc","X","X",,"distrib"
"lib/Math/BigRat/t","bigratpm.t","X","X",,"distrib"
"lib/Math/BigRat/t","bigratup.t","X","X",,"distrib"
"lib/Math/BigRat/t","requirer.t","X","X",,"distrib"
"lib/Math/BigRat/t","trap.t","X","X",,"distrib"
"lib/Memoize","AnyDBM_File.pm","X","X","X","distrib"
"lib/Memoize","Expire.pm","X","X","X","distrib"
"lib/Memoize","ExpireFile.pm","X","X","X","distrib"
"lib/Memoize","ExpireTest.pm","X","X","X","distrib"
"lib/Memoize","NDBM_File.pm","X","X","X","distrib"
"lib/Memoize","README","X",,"X","skip"
"lib/Memoize","SDBM_File.pm","X","X","X","distrib"
"lib/Memoize","Storable.pm","X","X","X","distrib"
"lib/Memoize","TODO","X",,"X","skip"
"lib/Memoize/t","array.t","X","X",,"distrib"
"lib/Memoize/t","array_confusion.t","X","X",,"distrib"
"lib/Memoize/t","correctness.t","X","X",,"distrib"
"lib/Memoize/t","errors.t","X","X",,"distrib"
"lib/Memoize/t","expfile.t","X","X",,"distrib"
"lib/Memoize/t","expire.t","X","X",,"distrib"
"lib/Memoize/t","expmod_n.t","X","X",,"distrib"
"lib/Memoize/t","expmod_t.t","X","X",,"distrib"
"lib/Memoize/t","flush.t","X","X",,"distrib"
"lib/Memoize/t","normalize.t","X","X",,"distrib"
"lib/Memoize/t","prototype.t","X","X",,"distrib"
"lib/Memoize/t","speed.t","X","X",,"distrib"
"lib/Memoize/t","tie.t","X","X",,"distrib"
"lib/Memoize/t","tie_gdbm.t","X","X",,"skip"
"lib/Memoize/t","tie_ndbm.t","X","X",,"distrib"
"lib/Memoize/t","tie_sdbm.t","X","X",,"distrib"
"lib/Memoize/t","tie_storable.t","X","X",,"distrib"
"lib/Memoize/t","tiefeatures.t","X","X",,"distrib"
"lib/Memoize/t","unmemoize.t","X","X",,"distrib"
"lib/NEXT","Changes","X",,"X","skip"
"lib/NEXT","README","X",,"X","skip"
"lib/NEXT/t","actual.t","X","X",,"distrib"
"lib/NEXT/t","actuns.t","X","X",,"distrib"
"lib/NEXT/t","next.t","X","X",,"distrib"
"lib/NEXT/t","unseen.t","X","X",,"distrib"
"lib/Net","ChangeLog.libnet","X",,"X","skip"
"lib/Net","Cmd.pm","X","X","X","distrib"
"lib/Net","Config.eg","X",,"X","distrib"
"lib/Net","Config.pm","X","X","X","distrib"
"lib/Net","Domain.pm","X","X","X","distrib"
"lib/Net","FTP.pm","X","X","X","distrib"
"lib/Net","Hostname.eg","X",,"X","distrib"
"lib/Net","NNTP.pm","X","X","X","distrib"
"lib/Net","Netrc.pm","X","X","X","distrib"
"lib/Net","POP3.pm","X","X","X","distrib"
"lib/Net","Ping.pm","X","X","X","distrib"
"lib/Net","README.libnet","X",,"X","skip"
"lib/Net","SMTP.pm","X","X","X","distrib"
"lib/Net","Time.pm","X","X","X","distrib"
"lib/Net","hostent.pm","X","X","X","distrib"
"lib/Net","hostent.t","X","X",,"distrib"
"lib/Net","libnetFAQ.pod","X",,"X","distrib"
"lib/Net","netent.pm","X","X","X","distrib"
"lib/Net","netent.t","X","X",,"distrib"
"lib/Net","protoent.pm","X","X","X","distrib"
"lib/Net","protoent.t","X","X",,"distrib"
"lib/Net","servent.pm","X","X","X","distrib"
"lib/Net","servent.t","X","X",,"distrib"
"lib/Net/FTP","A.pm","X",,"X","distrib"
"lib/Net/FTP","E.pm","X",,"X","distrib"
"lib/Net/FTP","I.pm","X",,"X","distrib"
"lib/Net/FTP","L.pm","X",,"X","distrib"
"lib/Net/FTP","dataconn.pm","X",,"X","distrib"
"lib/Net/Ping","Changes","X",,"X","skip"
"lib/Net/Ping/t","100_load.t","X","X",,"distrib"
"lib/Net/Ping/t","110_icmp_inst.t","X","X",,"distrib"
"lib/Net/Ping/t","120_udp_inst.t","X","X",,"distrib"
"lib/Net/Ping/t","130_tcp_inst.t","X","X",,"distrib"
"lib/Net/Ping/t","140_stream_inst.t","X","X",,"distrib"
"lib/Net/Ping/t","150_syn_inst.t","X","X",,"distrib"
"lib/Net/Ping/t","190_alarm.t","X","X",,"distrib"
"lib/Net/Ping/t","200_ping_tcp.t","X","X",,"skip"
"lib/Net/Ping/t","250_ping_hires.t","X","X",,"skip"
"lib/Net/Ping/t","300_ping_stream.t","X","X",,"skip"
"lib/Net/Ping/t","400_ping_syn.t","X","X",,"skip"
"lib/Net/Ping/t","410_syn_host.t","X","X",,"skip"
"lib/Net/Ping/t","450_service.t","X","X",,"distrib"
"lib/Net/Ping/t","500_ping_icmp.t","X","X",,"distrib"
"lib/Net/Ping/t","510_ping_udp.t","X","X",,"distrib"
"lib/Net/demos","ftp","X",,"X","distrib"
"lib/Net/demos","inetd","X",,"X","distrib"
"lib/Net/demos","nntp","X",,"X","distrib"
"lib/Net/demos","nntp.mirror","X",,"X","distrib"
"lib/Net/demos","pop3","X",,"X","distrib"
"lib/Net/demos","smtp.self","X",,"X","distrib"
"lib/Net/demos","time","X",,"X","distrib"
"lib/Net/t","config.t","X","X",,"distrib"
"lib/Net/t","ftp.t","X","X",,"skip"
"lib/Net/t","hostname.t","X","X",,"distrib"
"lib/Net/t","libnet_t.pl","X","X",,"distrib"
"lib/Net/t","netrc.t","X","X",,"distrib"
"lib/Net/t","nntp.t","X","X",,"skip"
"lib/Net/t","require.t","X","X",,"distrib"
"lib/Net/t","smtp.t","X","X",,"skip"
"lib/Net/t","time.t","X","X",,"distrib"
"lib/PerlIO",".exists",,"X",,"skip"
"lib/PerlIO","encoding.pm",,"X",,"skip"
"lib/PerlIO","scalar.pm",,"X",,"skip"
"lib/PerlIO","via.pm",,"X",,"skip"
"lib/PerlIO/via","QuotedPrint.pm","X","X","X","distrib"
"lib/PerlIO/via/t","QuotedPrint.t","X","X",,"distrib"
"lib/Pod","Checker.pm","X","X","X","distrib"
"lib/Pod","Find.pm","X","X","X","distrib"
"lib/Pod","Functions.pm","X","X","X","distrib"
"lib/Pod","Html.pm","X","X","X","distrib"
"lib/Pod","InputObjects.pm","X","X","X","distrib"
"lib/Pod","LaTeX.pm","X","X","X","distrib"
"lib/Pod","Man.pm","X","X","X","distrib"
"lib/Pod","ParseLink.pm","X","X","X","distrib"
"lib/Pod","ParseUtils.pm","X","X","X","distrib"
"lib/Pod","Parser.pm","X","X","X","distrib"
"lib/Pod","Perldoc.pm","X","X","X","distrib"
"lib/Pod","PlainText.pm","X","X","X","distrib"
"lib/Pod","Plainer.pm","X","X","X","distrib"
"lib/Pod","Select.pm","X","X","X","distrib"
"lib/Pod","Text.pm","X","X","X","distrib"
"lib/Pod","Usage.pm","X","X","X","distrib"
"lib/Pod/Perldoc","BaseTo.pm","X","X","X","distrib"
"lib/Pod/Perldoc","GetOptsOO.pm","X","X","X","distrib"
"lib/Pod/Perldoc","ToChecker.pm","X","X","X","distrib"
"lib/Pod/Perldoc","ToMan.pm","X",,"X","distrib"
"lib/Pod/Perldoc","ToNroff.pm","X",,"X","distrib"
"lib/Pod/Perldoc","ToPod.pm","X",,"X","distrib"
"lib/Pod/Perldoc","ToRtf.pm","X",,"X","distrib"
"lib/Pod/Perldoc","ToText.pm","X","X","X","distrib"
"lib/Pod/Perldoc","ToTk.pm","X",,"X","distrib"
"lib/Pod/Perldoc","ToXml.pm","X",,"X","distrib"
"lib/Pod/Perldoc/t","checkerbasic.t","X","X",,"distrib"
"lib/Pod/Perldoc/t","perldocbasic.t","X","X",,"distrib"
"lib/Pod/Perldoc/t","textbasic.t","X","X",,"distrib"
"lib/Pod/Text","Color.pm","X","X","X","distrib"
"lib/Pod/Text","Overstrike.pm","X","X","X","distrib"
"lib/Pod/Text","Termcap.pm","X","X","X","distrib"
"lib/Pod/t","Functions.t","X","X",,"distrib"
"lib/Pod/t","InputObjects.t","X","X",,"distrib"
"lib/Pod/t","Select.t","X","X",,"distrib"
"lib/Pod/t","Usage.t","X","X",,"distrib"
"lib/Pod/t","basic.cap","X","X",,"distrib"
"lib/Pod/t","basic.clr","X","X",,"distrib"
"lib/Pod/t","basic.man","X","X",,"distrib"
"lib/Pod/t","basic.ovr","X","X",,"distrib"
"lib/Pod/t","basic.pod","X","X",,"distrib"
"lib/Pod/t","basic.t","X","X",,"distrib"
"lib/Pod/t","basic.txt","X","X",,"distrib"
"lib/Pod/t","eol.t","X","X",,"distrib"
"lib/Pod/t","htmlescp.pod","X","X",,"distrib"
"lib/Pod/t","htmlescp.t","X","X",,"distrib"
"lib/Pod/t","htmlview.pod","X","X",,"distrib"
"lib/Pod/t","htmlview.t","X","X",,"distrib"
"lib/Pod/t","man.t","X","X",,"distrib"
"lib/Pod/t","parselink.t","X","X",,"distrib"
"lib/Pod/t","pod2html-lib.pl","X","X",,"distrib"
"lib/Pod/t","pod2latex.t","X","X",,"distrib"
"lib/Pod/t","text-errors.t","X","X",,"distrib"
"lib/Pod/t","text-options.t","X","X",,"distrib"
"lib/Pod/t","text.t","X","X",,"distrib"
"lib/Pod/t","utils.t","X","X",,"distrib"
"lib/Scalar","Util.pm",,"X",,"skip"
"lib/Search","Dict.pm","X","X","X","distrib"
"lib/Search","Dict.t","X","X",,"distrib"
"lib/Switch","Changes","X",,"X","skip"
"lib/Switch","README","X",,"X","skip"
"lib/Switch/t","given.t","X","X",,"distrib"
"lib/Switch/t","nested.t","X","X",,"distrib"
"lib/Switch/t","switch.t","X","X",,"distrib"
"lib/Sys",".exists",,"X",,"skip"
"lib/Sys","Hostname.pm",,"X",,"skip"
"lib/Sys","Syslog.pm",,"X",,"skip"
"lib/Term","ANSIColor.pm","X","X","X","distrib"
"lib/Term","Cap.pm","X","X","X","distrib"
"lib/Term","Cap.t","X","X",,"distrib"
"lib/Term","Complete.pm","X","X","X","distrib"
"lib/Term","Complete.t","X","X",,"distrib"
"lib/Term","ReadLine.pm","X","X","X","distrib"
"lib/Term","ReadLine.t","X","X",,"distrib"
"lib/Term/ANSIColor","ChangeLog","X",,"X","skip"
"lib/Term/ANSIColor","README","X",,"X","skip"
"lib/Term/ANSIColor","test.pl","X","X",,"distrib"
"lib/Test","Builder.pm","X","X","X","distrib"
"lib/Test","Harness.pm","X","X","X","distrib"
"lib/Test","More.pm","X","X","X","distrib"
"lib/Test","Simple.pm","X","X","X","distrib"
"lib/Test","Tutorial.pod","X",,"X","distrib"
"lib/Test/Harness","Assert.pm","X","X","X","distrib"
"lib/Test/Harness","Changes","X",,"X","skip"
"lib/Test/Harness","Iterator.pm","X","X","X","distrib"
"lib/Test/Harness","Straps.pm","X","X","X","distrib"
"lib/Test/Harness/bin","prove","X","X",,"distrib"
"lib/Test/Harness/t","00compile.t","X","X",,"distrib"
"lib/Test/Harness/t","assert.t","X","X",,"distrib"
"lib/Test/Harness/t","base.t","X","X",,"distrib"
"lib/Test/Harness/t","callback.t","X","X",,"distrib"
"lib/Test/Harness/t","inc_taint.t","X","X",,"distrib"
"lib/Test/Harness/t","nonumbers.t","X","X",,"skip"
"lib/Test/Harness/t","ok.t","X","X",,"distrib"
"lib/Test/Harness/t","pod.t","X","X",,"skip"
"lib/Test/Harness/t","prove-switches.t","X","X",,"skip"
"lib/Test/Harness/t","strap-analyze.t","X","X",,"distrib"
"lib/Test/Harness/t","strap.t","X","X",,"distrib"
"lib/Test/Harness/t","test-harness.t","X","X",,"distrib"
"lib/Test/Simple","Changes","X",,"X","skip"
"lib/Test/Simple","README","X",,"X","skip"
"lib/Test/Simple/t","Builder.t","X","X",,"distrib"
"lib/Test/Simple/t","More.t","X","X",,"distrib"
"lib/Test/Simple/t","bad_plan.t","X","X",,"distrib"
"lib/Test/Simple/t","buffer.t","X","X",,"distrib"
"lib/Test/Simple/t","curr_test.t","X","X",,"distrib"
"lib/Test/Simple/t","details.t","X","X",,"distrib"
"lib/Test/Simple/t","diag.t","X","X",,"distrib"
"lib/Test/Simple/t","exit.t","X","X",,"distrib"
"lib/Test/Simple/t","extra.t","X","X",,"distrib"
"lib/Test/Simple/t","fail-like.t","X","X",,"distrib"
"lib/Test/Simple/t","fail-more.t","X","X",,"distrib"
"lib/Test/Simple/t","fail.t","X","X",,"distrib"
"lib/Test/Simple/t","filehandles.t","X","X",,"distrib"
"lib/Test/Simple/t","fork.t","X","X",,"distrib"
"lib/Test/Simple/t","has_plan.t","X","X",,"distrib"
"lib/Test/Simple/t","has_plan2.t","X","X",,"skip"
"lib/Test/Simple/t","import.t","X","X",,"distrib"
"lib/Test/Simple/t","is_deeply.t","X","X",,"distrib"
"lib/Test/Simple/t","maybe_regex.t","X","X",,"distrib"
"lib/Test/Simple/t","missing.t","X","X",,"distrib"
"lib/Test/Simple/t","no_ending.t","X","X",,"distrib"
"lib/Test/Simple/t","no_header.t","X","X",,"distrib"
"lib/Test/Simple/t","no_plan.t","X","X",,"distrib"
"lib/Test/Simple/t","ok_obj.t","X","X",,"distrib"
"lib/Test/Simple/t","output.t","X","X",,"distrib"
"lib/Test/Simple/t","plan.t","X","X",,"distrib"
"lib/Test/Simple/t","plan_is_noplan.t","X","X",,"skip"
"lib/Test/Simple/t","plan_no_plan.t","X","X",,"skip"
"lib/Test/Simple/t","plan_skip_all.t","X","X",,"skip"
"lib/Test/Simple/t","simple.t","X","X",,"distrib"
"lib/Test/Simple/t","skip.t","X","X",,"distrib"
"lib/Test/Simple/t","skipall.t","X","X",,"distrib"
"lib/Test/Simple/t","strays.t","X","X",,"skip"
"lib/Test/Simple/t","threads.t","X","X",,"skip"
"lib/Test/Simple/t","todo.t","X","X",,"distrib"
"lib/Test/Simple/t","undef.t","X","X",,"distrib"
"lib/Test/Simple/t","use_ok.t","X","X",,"distrib"
"lib/Test/Simple/t","useing.t","X","X",,"distrib"
"lib/Test/t","fail.t","X","X",,"distrib"
"lib/Test/t","mix.t","X","X",,"distrib"
"lib/Test/t","onfail.t","X","X",,"distrib"
"lib/Test/t","qr.t","X","X",,"distrib"
"lib/Test/t","skip.t","X","X",,"distrib"
"lib/Test/t","success.t","X","X",,"distrib"
"lib/Test/t","todo.t","X","X",,"distrib"
"lib/Text","Abbrev.pm","X","X","X","distrib"
"lib/Text","Abbrev.t","X","X",,"distrib"
"lib/Text","Balanced.pm","X","X","X","distrib"
"lib/Text","ParseWords.pm","X","X","X","distrib"
"lib/Text","ParseWords.t","X","X",,"distrib"
"lib/Text","Soundex.pm","X","X","X","distrib"
"lib/Text","Soundex.t","X","X",,"distrib"
"lib/Text","Tabs.pm","X","X","X","distrib"
"lib/Text","Wrap.pm","X","X","X","distrib"
"lib/Text/Balanced","Changes","X",,"X","skip"
"lib/Text/Balanced","README","X",,"X","skip"
"lib/Text/Balanced/t","extbrk.t","X","X",,"distrib"
"lib/Text/Balanced/t","extcbk.t","X","X",,"distrib"
"lib/Text/Balanced/t","extdel.t","X","X",,"distrib"
"lib/Text/Balanced/t","extmul.t","X","X",,"distrib"
"lib/Text/Balanced/t","extqlk.t","X","X",,"distrib"
"lib/Text/Balanced/t","exttag.t","X","X",,"distrib"
"lib/Text/Balanced/t","extvar.t","X","X",,"distrib"
"lib/Text/Balanced/t","gentag.t","X","X",,"distrib"
"lib/Text/TabsWrap","CHANGELOG","X",,"X","skip"
"lib/Text/TabsWrap/t","fill.t","X","X",,"distrib"
"lib/Text/TabsWrap/t","tabs.t","X","X",,"distrib"
"lib/Text/TabsWrap/t","wrap.t","X","X",,"distrib"
"lib/Thread","Queue.pm","X","X","X","skip"
"lib/Thread","Queue.t","X","X",,"skip"
"lib/Thread","Semaphore.pm","X","X","X","skip"
"lib/Thread","Semaphore.t","X","X",,"skip"
"lib/Tie","Array.pm","X","X","X","distrib"
"lib/Tie","File.pm","X","X","X","distrib"
"lib/Tie","Handle.pm","X","X","X","distrib"
"lib/Tie","Hash.pm","X","X","X","distrib"
"lib/Tie","Memoize.pm","X","X","X","distrib"
"lib/Tie","Memoize.t","X","X",,"distrib"
"lib/Tie","RefHash.pm","X","X","X","distrib"
"lib/Tie","RefHash.t","X","X",,"distrib"
"lib/Tie","Scalar.pm","X","X","X","distrib"
"lib/Tie","Scalar.t","X","X",,"distrib"
"lib/Tie","SubstrHash.pm","X","X","X","distrib"
"lib/Tie","SubstrHash.t","X","X",,"distrib"
"lib/Tie/Array","push.t","X","X",,"distrib"
"lib/Tie/Array","splice.t","X","X",,"distrib"
"lib/Tie/Array","std.t","X","X",,"distrib"
"lib/Tie/Array","stdpush.t","X","X",,"distrib"
"lib/Tie/File/t","00_version.t","X","X",,"distrib"
"lib/Tie/File/t","01_gen.t","X","X",,"distrib"
"lib/Tie/File/t","02_fetchsize.t","X","X",,"distrib"
"lib/Tie/File/t","03_longfetch.t","X","X",,"distrib"
"lib/Tie/File/t","04_splice.t","X","X",,"distrib"
"lib/Tie/File/t","05_size.t","X","X",,"distrib"
"lib/Tie/File/t","06_fixrec.t","X","X",,"distrib"
"lib/Tie/File/t","07_rv_splice.t","X","X",,"distrib"
"lib/Tie/File/t","08_ro.t","X","X",,"distrib"
"lib/Tie/File/t","09_gen_rs.t","X","X",,"distrib"
"lib/Tie/File/t","10_splice_rs.t","X","X",,"distrib"
"lib/Tie/File/t","11_rv_splice_rs.t","X","X",,"distrib"
"lib/Tie/File/t","12_longfetch_rs.t","X","X",,"distrib"
"lib/Tie/File/t","13_size_rs.t","X","X",,"distrib"
"lib/Tie/File/t","14_lock.t","X","X",,"distrib"
"lib/Tie/File/t","15_pushpop.t","X","X",,"distrib"
"lib/Tie/File/t","16_handle.t","X","X",,"distrib"
"lib/Tie/File/t","17_misc_meth.t","X","X",,"distrib"
"lib/Tie/File/t","18_rs_fixrec.t","X","X",,"distrib"
"lib/Tie/File/t","19_cache.t","X","X",,"distrib"
"lib/Tie/File/t","20_cache_full.t","X","X",,"distrib"
"lib/Tie/File/t","21_win32.t","X","X",,"skip"
"lib/Tie/File/t","22_autochomp.t","X","X",,"distrib"
"lib/Tie/File/t","23_rv_ac_splice.t","X","X",,"distrib"
"lib/Tie/File/t","24_cache_loop.t","X","X",,"distrib"
"lib/Tie/File/t","25_gen_nocache.t","X","X",,"distrib"
"lib/Tie/File/t","26_twrite.t","X","X",,"distrib"
"lib/Tie/File/t","27_iwrite.t","X","X",,"distrib"
"lib/Tie/File/t","28_mtwrite.t","X","X",,"distrib"
"lib/Tie/File/t","29_downcopy.t","X","X",,"distrib"
"lib/Tie/File/t","29a_upcopy.t","X","X",,"distrib"
"lib/Tie/File/t","30_defer.t","X","X",,"distrib"
"lib/Tie/File/t","31_autodefer.t","X","X",,"distrib"
"lib/Tie/File/t","32_defer_misc.t","X","X",,"distrib"
"lib/Tie/File/t","33_defer_vs.t","X","X",,"distrib"
"lib/Tie/File/t","40_abs_cache.t","X","X",,"distrib"
"lib/Tie/File/t","41_heap.t","X","X",,"distrib"
"lib/Tie/File/t","42_offset.t","X","X",,"distrib"
"lib/Tie/Handle","stdhandle.t","X","X",,"distrib"
"lib/Time",".exists",,"X",,"skip"
"lib/Time","HiRes.pm",,"X",,"skip"
"lib/Time","Local.pm","X","X","X","distrib"
"lib/Time","Local.t","X","X",,"distrib"
"lib/Time","gmtime.pm","X","X","X","distrib"
"lib/Time","gmtime.t","X","X",,"distrib"
"lib/Time","localtime.pm","X","X","X","distrib"
"lib/Time","localtime.t","X","X",,"distrib"
"lib/Time","tm.pm","X","X","X","distrib"
"lib/Unicode",".exists",,"X",,"skip"
"lib/Unicode","Collate.pm","X","X","X","distrib"
"lib/Unicode","Normalize.pm",,"X",,"skip"
"lib/Unicode","README","X",,"X","skip"
"lib/Unicode","UCD.pm","X","X","X","distrib"
"lib/Unicode","UCD.t","X","X",,"distrib"
"lib/Unicode/Collate","Changes","X",,"X","skip"
"lib/Unicode/Collate","README","X",,"X","skip"
"lib/Unicode/Collate","keys.txt","X","X","X","distrib"
"lib/Unicode/Collate/t","altern.t","X","X",,"distrib"
"lib/Unicode/Collate/t","contract.t","X","X",,"distrib"
"lib/Unicode/Collate/t","hangtype.t","X","X",,"distrib"
"lib/Unicode/Collate/t","hangul.t","X","X",,"distrib"
"lib/Unicode/Collate/t","illegal.t","X","X",,"distrib"
"lib/Unicode/Collate/t","illegalp.t","X","X",,"distrib"
"lib/Unicode/Collate/t","index.t","X","X",,"distrib"
"lib/Unicode/Collate/t","normal.t","X","X",,"distrib"
"lib/Unicode/Collate/t","rearrang.t","X","X",,"distrib"
"lib/Unicode/Collate/t","test.t","X","X",,"distrib"
"lib/Unicode/Collate/t","trailwt.t","X","X",,"distrib"
"lib/Unicode/Collate/t","variable.t","X","X",,"distrib"
"lib/Unicode/Collate/t","version.t","X","X",,"distrib"
"lib/Unicode/Collate/t","view.t","X","X",,"distrib"
"lib/User","grent.pm","X","X","X","distrib"
"lib/User","grent.t","X","X",,"distrib"
"lib/User","pwent.pm","X","X","X","distrib"
"lib/User","pwent.t","X","X",,"distrib"
"lib/XS",".exists",,"X",,"skip"
"lib/XS","APItest.pm",,"X",,"skip"
"lib/XS","Typemap.pm",,"X",,"skip"
"lib/auto/B",".exists",,"X",,"skip"
"lib/auto/B","B.bs",,"X",,"skip"
"lib/auto/B/C",".exists",,"X",,"skip"
"lib/auto/B/C","C.bs",,"X",,"skip"
"lib/auto/ByteLoader",".exists",,"X",,"skip"
"lib/auto/ByteLoader","ByteLoader.bs",,"X",,"skip"
"lib/auto/Cwd",".exists",,"X",,"skip"
"lib/auto/Cwd","Cwd.bs",,"X",,"skip"
"lib/auto/Data/Dumper",".exists",,"X",,"skip"
"lib/auto/Data/Dumper","Dumper.bs",,"X",,"skip"
"lib/auto/Devel/DProf",".exists",,"X",,"skip"
"lib/auto/Devel/DProf","DProf.bs",,"X",,"skip"
"lib/auto/Devel/PPPort",".exists",,"X",,"skip"
"lib/auto/Devel/PPPort","PPPort.bs",,"X",,"skip"
"lib/auto/Devel/Peek",".exists",,"X",,"skip"
"lib/auto/Devel/Peek","Peek.bs",,"X",,"skip"
"lib/auto/Digest/MD5",".exists",,"X",,"skip"
"lib/auto/Digest/MD5","MD5.bs",,"X",,"skip"
"lib/auto/DynaLoader",".exists",,"X",,"skip"
"lib/auto/DynaLoader","autosplit.ix",,"X",,"skip"
"lib/auto/DynaLoader","dl_expandspec.al",,"X",,"skip"
"lib/auto/DynaLoader","dl_find_symbol_anywhere.al",,"X",,"skip"
"lib/auto/DynaLoader","dl_findfile.al",,"X",,"skip"
"lib/auto/DynaLoader","extralibs.ld",,"X",,"skip"
"lib/auto/Encode",".exists",,"X",,"skip"
"lib/auto/Encode","Encode.bs",,"X",,"skip"
"lib/auto/Encode/Byte",".exists",,"X",,"skip"
"lib/auto/Encode/Byte","Byte.bs",,"X",,"skip"
"lib/auto/Encode/CN",".exists",,"X",,"skip"
"lib/auto/Encode/CN","CN.bs",,"X",,"skip"
"lib/auto/Encode/EBCDIC",".exists",,"X",,"skip"
"lib/auto/Encode/EBCDIC","EBCDIC.bs",,"X",,"skip"
"lib/auto/Encode/JP",".exists",,"X",,"skip"
"lib/auto/Encode/JP","JP.bs",,"X",,"skip"
"lib/auto/Encode/KR",".exists",,"X",,"skip"
"lib/auto/Encode/KR","KR.bs",,"X",,"skip"
"lib/auto/Encode/Symbol",".exists",,"X",,"skip"
"lib/auto/Encode/Symbol","Symbol.bs",,"X",,"skip"
"lib/auto/Encode/TW",".exists",,"X",,"skip"
"lib/auto/Encode/TW","TW.bs",,"X",,"skip"
"lib/auto/Encode/Unicode",".exists",,"X",,"skip"
"lib/auto/Encode/Unicode","Unicode.bs",,"X",,"skip"
"lib/auto/Errno",".exists",,"X",,"skip"
"lib/auto/Fcntl",".exists",,"X",,"skip"
"lib/auto/Fcntl","Fcntl.bs",,"X",,"skip"
"lib/auto/File/Glob",".exists",,"X",,"skip"
"lib/auto/File/Glob","Glob.bs",,"X",,"skip"
"lib/auto/Filter/Util/Call",".exists",,"X",,"skip"
"lib/auto/Filter/Util/Call","Call.bs",,"X",,"skip"
"lib/auto/I18N/Langinfo",".exists",,"X",,"skip"
"lib/auto/I18N/Langinfo","Langinfo.bs",,"X",,"skip"
"lib/auto/I18N/Langinfo","autosplit.ix",,"X",,"skip"
"lib/auto/IO",".exists",,"X",,"skip"
"lib/auto/IO","IO.bs",,"X",,"skip"
"lib/auto/IPC/SysV",".exists",,"X",,"skip"
"lib/auto/IPC/SysV","SysV.bs",,"X",,"skip"
"lib/auto/List/Util",".exists",,"X",,"skip"
"lib/auto/List/Util","Util.bs",,"X",,"skip"
"lib/auto/MIME/Base64",".exists",,"X",,"skip"
"lib/auto/MIME/Base64","Base64.bs",,"X",,"skip"
"lib/auto/NDBM_File",".exists",,"X",,"skip"
"lib/auto/NDBM_File","NDBM_File.bs",,"X",,"skip"
"lib/auto/ODBM_File",".exists",,"X",,"skip"
"lib/auto/ODBM_File","ODBM_File.bs",,"X",,"skip"
"lib/auto/Opcode",".exists",,"X",,"skip"
"lib/auto/Opcode","Opcode.bs",,"X",,"skip"
"lib/auto/POSIX",".exists",,"X",,"skip"
"lib/auto/POSIX","POSIX.bs",,"X",,"skip"
"lib/auto/POSIX","abs.al",,"X",,"skip"
"lib/auto/POSIX","alarm.al",,"X",,"skip"
"lib/auto/POSIX","assert.al",,"X",,"skip"
"lib/auto/POSIX","atan2.al",,"X",,"skip"
"lib/auto/POSIX","atexit.al",,"X",,"skip"
"lib/auto/POSIX","atof.al",,"X",,"skip"
"lib/auto/POSIX","atoi.al",,"X",,"skip"
"lib/auto/POSIX","atol.al",,"X",,"skip"
"lib/auto/POSIX","autosplit.ix",,"X",,"skip"
"lib/auto/POSIX","bsearch.al",,"X",,"skip"
"lib/auto/POSIX","calloc.al",,"X",,"skip"
"lib/auto/POSIX","chdir.al",,"X",,"skip"
"lib/auto/POSIX","chmod.al",,"X",,"skip"
"lib/auto/POSIX","chown.al",,"X",,"skip"
"lib/auto/POSIX","clearerr.al",,"X",,"skip"
"lib/auto/POSIX","closedir.al",,"X",,"skip"
"lib/auto/POSIX","cos.al",,"X",,"skip"
"lib/auto/POSIX","creat.al",,"X",,"skip"
"lib/auto/POSIX","div.al",,"X",,"skip"
"lib/auto/POSIX","errno.al",,"X",,"skip"
"lib/auto/POSIX","execl.al",,"X",,"skip"
"lib/auto/POSIX","execle.al",,"X",,"skip"
"lib/auto/POSIX","execlp.al",,"X",,"skip"
"lib/auto/POSIX","execv.al",,"X",,"skip"
"lib/auto/POSIX","execve.al",,"X",,"skip"
"lib/auto/POSIX","execvp.al",,"X",,"skip"
"lib/auto/POSIX","exit.al",,"X",,"skip"
"lib/auto/POSIX","exp.al",,"X",,"skip"
"lib/auto/POSIX","fabs.al",,"X",,"skip"
"lib/auto/POSIX","fclose.al",,"X",,"skip"
"lib/auto/POSIX","fcntl.al",,"X",,"skip"
"lib/auto/POSIX","fdopen.al",,"X",,"skip"
